rule_name,J_final,F_final,Balance_final,rule_accuracy,avg_judge_injustice,extreme_event_rate,n_weeks_evaluated,n_seasons,Balance_process,Balance_comprehensive,base,delta,late_boost,protection
"Adaptive(b=0.45,δ=0.025)",0.9527933247726216,0.18091192154131586,0.30408551362843267,0.7448979591836735,0.22307030884837004,0.05782312925170068,294,32,0.2499586721511518,0.2824347770375203,0.44999999999999996,0.025,,
"Adaptive(b=0.45,δ=0.030)",0.9527933247726216,0.18091192154131586,0.30408551362843267,0.7312925170068028,0.22307030884837004,0.05782312925170068,294,32,0.24800967665679585,0.281655178839778,0.44999999999999996,0.030000000000000002,,
"Adaptive(b=0.45,δ=0.035)",0.9527933247726216,0.18091192154131586,0.30408551362843267,0.7210884353741497,0.22307030884837004,0.05782312925170068,294,32,0.24654793003602885,0.28107048019147113,0.44999999999999996,0.035,,
"Prot(b=0.30,δ=0.020,p=0.20)",0.5499517383114049,0.7403300536330364,0.631095939113504,0.8605442176870748,0.22307030884837004,0.05782312925170068,294,32,0.5531435142680077,0.5999149691753055,0.3,0.02,,0.2
"Prot(b=0.30,δ=0.020,p=0.25)",0.5499517383114049,0.7403300536330364,0.631095939113504,0.8401360544217688,0.22307030884837004,0.05782312925170068,294,32,0.5470761265429472,0.5974880140852813,0.3,0.02,,0.25
"Prot(b=0.30,δ=0.020,p=0.30)",0.5499517383114049,0.7403300536330364,0.631095939113504,0.8333333333333334,0.22307030884837004,0.05782312925170068,294,32,0.5450536639679272,0.5966790290552733,0.3,0.02,,0.3
"Prot(b=0.30,δ=0.020,p=0.35)",0.5983388350855985,0.6919429568588428,0.6417456171458691,0.8299319727891157,0.22307030884837004,0.05782312925170068,294,32,0.5532230918875254,0.6063366070425316,0.3,0.02,,0.35
"Prot(b=0.30,δ=0.025,p=0.20)",0.7487604201133378,0.49009730296475584,0.5924255147819896,0.8537414965986394,0.22307030884837004,0.05782312925170068,294,32,0.5173510912065752,0.5623957453518238,0.3,0.025,,0.2
"Prot(b=0.30,δ=0.025,p=0.25)",0.7487604201133378,0.49009730296475584,0.5924255147819896,0.8435374149659864,0.22307030884837004,0.05782312925170068,294,32,0.5145032870347959,0.5612566236831121,0.3,0.025,,0.25
"Prot(b=0.30,δ=0.025,p=0.30)",0.7487604201133378,0.49009730296475584,0.5924255147819896,0.8367346938775511,0.22307030884837004,0.05782312925170068,294,32,0.5126047509202764,0.5604972092373043,0.3,0.025,,0.3
"Prot(b=0.30,δ=0.025,p=0.35)",0.7487604201133378,0.49009730296475584,0.5924255147819896,0.8333333333333334,0.22307030884837004,0.05782312925170068,294,32,0.5116554828630165,0.5601175020144004,0.3,0.025,,0.35
"Prot(b=0.30,δ=0.030,p=0.20)",0.8051864648815026,0.42153692154131583,0.5533697770056387,0.8401360544217688,0.22307030884837004,0.05782312925170068,294,32,0.479697895973518,0.5239010245927904,0.3,0.030000000000000002,,0.2
"Prot(b=0.30,δ=0.030,p=0.25)",0.8051864648815026,0.42153692154131583,0.5533697770056387,0.8333333333333334,0.22307030884837004,0.05782312925170068,294,32,0.47792452112703554,0.5231916746541974,0.3,0.030000000000000002,,0.25
"Prot(b=0.30,δ=0.030,p=0.30)",0.8051864648815026,0.42153692154131583,0.5533697770056387,0.8333333333333334,0.22307030884837004,0.05782312925170068,294,32,0.47792452112703554,0.5231916746541974,0.3,0.030000000000000002,,0.3
"Prot(b=0.30,δ=0.030,p=0.35)",0.8051864648815026,0.42153692154131583,0.5533697770056387,0.8299319727891157,0.22307030884837004,0.05782312925170068,294,32,0.47703783370379427,0.5228369996849009,0.3,0.030000000000000002,,0.35
"Prot(b=0.30,δ=0.035,p=0.20)",0.8818983312334624,0.32499999999999996,0.4749645434018747,0.8299319727891157,0.22307030884837004,0.05782312925170068,294,32,0.40944783449608835,0.4487578598395602,0.3,0.035,,0.2
"Prot(b=0.30,δ=0.035,p=0.25)",0.8818983312334624,0.32499999999999996,0.4749645434018747,0.826530612244898,0.22307030884837004,0.05782312925170068,294,32,0.4086867790416346,0.4484534376577787,0.3,0.035,,0.25
"Prot(b=0.30,δ=0.035,p=0.30)",0.8818983312334624,0.32499999999999996,0.4749645434018747,0.826530612244898,0.22307030884837004,0.05782312925170068,294,32,0.4086867790416346,0.4484534376577787,0.3,0.035,,0.3
"Prot(b=0.30,δ=0.035,p=0.35)",0.8818983312334624,0.32499999999999996,0.4749645434018747,0.826530612244898,0.22307030884837004,0.05782312925170068,294,32,0.4086867790416346,0.4484534376577787,0.3,0.035,,0.35
"Prot(b=0.35,δ=0.020,p=0.20)",0.7532410938480907,0.484375,0.5896031190147896,0.8537414965986394,0.22307030884837004,0.05782312925170068,294,32,0.5148863602091011,0.5597164154925142,0.35,0.02,,0.2
"Prot(b=0.35,δ=0.020,p=0.25)",0.7532410938480907,0.484375,0.5896031190147896,0.8435374149659864,0.22307030884837004,0.05782312925170068,294,32,0.5120521233639134,0.558582720754439,0.35,0.02,,0.25
"Prot(b=0.35,δ=0.020,p=0.30)",0.7532410938480907,0.484375,0.5896031190147896,0.8367346938775511,0.22307030884837004,0.05782312925170068,294,32,0.5101626321337882,0.557826924262389,0.35,0.02,,0.3
