rule,params,judge_weight,J,F,J_std,F_std,n_seasons,base_weight,delta,log_strength,Balance
Dynamic+Log,"b=45%,δ=0.01,α=0.3",,0.5669443711139945,0.6031249999999999,0.5332874785146562,0.4475519348355004,32,0.45,0.01,0.3,0.584475300315466
Dynamic+Log,"b=45%,δ=0.015,α=0.1",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.45,0.015,0.1,0.5820472073815903
Dynamic+Log,"b=45%,δ=0.015,α=0.15",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.45,0.015,0.15,0.5820472073815903
Dynamic+Log,"b=45%,δ=0.015,α=0.2",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.45,0.015,0.2,0.5820472073815903
Dynamic+Log,"b=45%,δ=0.015,α=0.25",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.45,0.015,0.25,0.5820472073815903
Dynamic+Log,"b=45%,δ=0.015,α=0.3",,0.606807558951978,0.5562499999999999,0.5331234607578602,0.4788903188622631,32,0.45,0.015,0.3,0.5804299224553847
Dynamic+Log,"b=45%,δ=0.02,α=0.1",,0.625557558951978,0.54375,0.507310337416594,0.47758343511893286,32,0.45,0.02,0.1,0.5817920525445117
Dynamic+Log,"b=45%,δ=0.02,α=0.15",,0.6321456374106621,0.5375,0.49907707933180384,0.48072211307573526,32,0.45,0.02,0.15,0.5809935401801325
Dynamic+Log,"b=45%,δ=0.02,α=0.2",,0.6592089312789258,0.521875,0.4366830921089027,0.47350711121903966,32,0.45,0.02,0.2,0.582557516208669
Dynamic+Log,"b=45%,δ=0.02,α=0.25",,0.6756791274256362,0.503125,0.42527524328463406,0.4971697239122672,32,0.45,0.02,0.25,0.5767727696034596
Dynamic+Log,"b=45%,δ=0.02,α=0.3",,0.7293112451136623,0.440625,0.36895992131969196,0.5765519138594546,32,0.45,0.02,0.3,0.5493509042833555
Dynamic+Log,"b=45%,δ=0.025,α=0.1",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.45,0.025,0.1,0.5429149500569148
Dynamic+Log,"b=45%,δ=0.025,α=0.15",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.45,0.025,0.15,0.5429149500569148
Dynamic+Log,"b=45%,δ=0.025,α=0.2",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.45,0.025,0.2,0.5429149500569148
Dynamic+Log,"b=45%,δ=0.025,α=0.25",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.45,0.025,0.25,0.5429149500569148
Dynamic+Log,"b=45%,δ=0.025,α=0.3",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.45,0.025,0.3,0.5429149500569148
Dynamic+Log,"b=48%,δ=0.01,α=0.1",,0.5513193711139945,0.6187499999999999,0.5276655244687039,0.4523808544799393,32,0.47500000000000003,0.01,0.1,0.5830916850006214
Dynamic+Log,"b=48%,δ=0.01,α=0.15",,0.5513193711139945,0.6187499999999999,0.5276655244687039,0.4523808544799393,32,0.47500000000000003,0.01,0.15,0.5830916850006214
Dynamic+Log,"b=48%,δ=0.01,α=0.2",,0.5717536446393936,0.6,0.5325473918065251,0.447213595499958,32,0.47500000000000003,0.01,0.2,0.5855363677515029
Dynamic+Log,"b=48%,δ=0.01,α=0.25",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.47500000000000003,0.01,0.25,0.5820472073815903
Dynamic+Log,"b=48%,δ=0.01,α=0.3",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.47500000000000003,0.01,0.3,0.5820472073815903
Dynamic+Log,"b=48%,δ=0.015,α=0.1",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.47500000000000003,0.015,0.1,0.5820472073815903
Dynamic+Log,"b=48%,δ=0.015,α=0.15",,0.606807558951978,0.5562499999999999,0.5331234607578602,0.4788903188622631,32,0.47500000000000003,0.015,0.15,0.5804299224553847
Dynamic+Log,"b=48%,δ=0.015,α=0.2",,0.625557558951978,0.54375,0.507310337416594,0.47758343511893286,32,0.47500000000000003,0.015,0.2,0.5817920525445117
Dynamic+Log,"b=48%,δ=0.015,α=0.25",,0.6321456374106621,0.5375,0.49907707933180384,0.48072211307573526,32,0.47500000000000003,0.015,0.25,0.5809935401801325
Dynamic+Log,"b=48%,δ=0.015,α=0.3",,0.6756791274256362,0.503125,0.42527524328463406,0.4971697239122672,32,0.47500000000000003,0.015,0.3,0.5767727696034596
Dynamic+Log,"b=48%,δ=0.02,α=0.1",,0.6756791274256362,0.503125,0.42527524328463406,0.4971697239122672,32,0.47500000000000003,0.02,0.1,0.5767727696034596
Dynamic+Log,"b=48%,δ=0.02,α=0.15",,0.7293112451136623,0.440625,0.36895992131969196,0.5765519138594546,32,0.47500000000000003,0.02,0.15,0.5493509042833555
Dynamic+Log,"b=48%,δ=0.02,α=0.2",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.47500000000000003,0.02,0.2,0.5429149500569148
Dynamic+Log,"b=48%,δ=0.02,α=0.25",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.47500000000000003,0.02,0.25,0.5429149500569148
Dynamic+Log,"b=48%,δ=0.02,α=0.3",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.47500000000000003,0.02,0.3,0.5429149500569148
Dynamic+Log,"b=48%,δ=0.025,α=0.1",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.47500000000000003,0.025,0.1,0.5429149500569148
Dynamic+Log,"b=48%,δ=0.025,α=0.15",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.47500000000000003,0.025,0.15,0.5429149500569148
Dynamic+Log,"b=48%,δ=0.025,α=0.2",,0.7418112451136623,0.428125,0.36433829391431216,0.5816111109452776,32,0.47500000000000003,0.025,0.2,0.5429149500569148
Dynamic+Log,"b=48%,δ=0.025,α=0.25",,0.7546493235723464,0.40937500000000004,0.35324313754307196,0.5896817865382991,32,0.47500000000000003,0.025,0.25,0.5308043145076534
Dynamic+Log,"b=48%,δ=0.025,α=0.3",,0.7612374020310305,0.390625,0.3548310085796223,0.5991448984803258,32,0.47500000000000003,0.025,0.3,0.5163088219320248
Dynamic+Log,"b=50%,δ=0.01,α=0.1",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.5,0.01,0.1,0.5820472073815903
Dynamic+Log,"b=50%,δ=0.01,α=0.15",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.5,0.01,0.15,0.5820472073815903
Dynamic+Log,"b=50%,δ=0.01,α=0.2",,0.5766947034834067,0.5874999999999999,0.5333315950880979,0.46080771477916904,32,0.5,0.01,0.2,0.5820472073815903
Dynamic+Log,"b=50%,δ=0.01,α=0.25",,0.5906701283427804,0.575,0.5356100921645826,0.4602988159880492,32,0.5,0.01,0.25,0.5827297367370808
Dynamic+Log,"b=50%,δ=0.01,α=0.3",,0.6133956374106622,0.5499999999999999,0.5255300467311679,0.4821825380496477,32,0.5,0.01,0.3,0.5799705438757682
Dynamic+Log,"b=50%,δ=0.015,α=0.1",,0.6321456374106621,0.5375,0.49907707933180384,0.48072211307573526,32,0.5,0.015,0.1,0.5809935401801325
Dynamic+Log,"b=50%,δ=0.015,α=0.15",,0.6321456374106621,0.5375,0.49907707933180384,0.48072211307573526,32,0.5,0.015,0.15,0.5809935401801325
Dynamic+Log,"b=50%,δ=0.015,α=0.2",,0.6756791274256362,0.503125,0.42527524328463406,0.4971697239122672,32,0.5,0.015,0.2,0.5767727696034596
Dynamic+Log,"b=50%,δ=0.015,α=0.25",,0.7168112451136623,0.459375,0.3731058223454505,0.551622252429142,32,0.5,0.015,0.25,0.5599201092719932
