J_early,F_early,J_late,F_late,J_overall,F_overall,dynamic_pattern,Balance_traditional,Balance_phased,Score_balanced,rule_name,rule_type,j_weight,j_min,j_max,steepness,j_start,j_end
0.1776598215856742,0.8592989393559624,0.7917235514252193,0.2830749354005168,0.48469168650544675,0.5711869373782396,1.1902877337949906,0.5243965617363178,0.5874536986315927,0.5490464862318133,"Sigmoid(0.30,0.65,4)",dynamic_sigmoid,,0.3,0.6500000000000001,4.0,,
0.14096713578478115,0.8790966636404812,0.8268918131870522,0.23741232927279443,0.48392947448591667,0.5582544964566378,1.3276090117699577,0.518441681376717,0.5874724360597752,0.5572669951825303,"Sigmoid(0.30,0.65,5)",dynamic_sigmoid,,0.3,0.6500000000000001,5.0,,
0.10729582031880507,0.8964431077126156,0.8402557893735861,0.22033960871170175,0.4737758048461956,0.5583913582121587,1.4090634680556948,0.5126152519176181,0.5865367549319619,0.561056124754932,"Sigmoid(0.30,0.65,6)",dynamic_sigmoid,,0.3,0.6500000000000001,6.0,,
0.2654205281864219,0.8057564084574889,0.8317549920272191,0.23176448874123293,0.5485877601068205,0.5187604485993609,1.1403263835570532,0.5332573385289172,0.5906904235309434,0.5493716743111831,"Sigmoid(0.30,0.70,3)",dynamic_sigmoid,,0.3,0.7000000000000002,3.0,,
0.19253202134955438,0.8508206429424917,0.8503275194080708,0.2063861203396087,0.5214297703788127,0.5286033816410503,1.3022300206613995,0.5249920716890714,0.5901280770430013,0.5584528997536803,"Sigmoid(0.30,0.70,4)",dynamic_sigmoid,,0.3,0.7000000000000002,4.0,,
0.151337670100787,0.8732022179501172,0.8747418669999816,0.16456256921373197,0.5130397685503842,0.5188823935819246,1.43204384563558,0.5159445409294504,0.5875632733479335,0.5642528597523562,"Sigmoid(0.30,0.70,5)",dynamic_sigmoid,,0.3,0.7000000000000002,5.0,,
0.1221063928730649,0.889075135548725,0.8837367933588245,0.14961240310077517,0.5029215931159448,0.51934376932475,1.5010931329337094,0.5110007742413272,0.5861873378670328,0.5672884573146025,"Sigmoid(0.30,0.70,6)",dynamic_sigmoid,,0.3,0.7000000000000002,6.0,,
0.3047912154722652,0.7795474633409807,0.8731290790314087,0.16707272056109265,0.5889601472518369,0.4733100919510367,1.1808126063390314,0.5248396710434905,0.5901757499183884,0.5493075553161656,"Sigmoid(0.30,0.75,3)",dynamic_sigmoid,,0.3,0.7500000000000002,3.0,,
0.2279266256800915,0.8291257911756111,0.8922864403436572,0.13289036544850497,0.5601065330118744,0.48100807831205805,1.3605952403906718,0.517552561771213,0.5885870676814998,0.5597641599536749,"Sigmoid(0.30,0.75,4)",dynamic_sigmoid,,0.3,0.7500000000000002,4.0,,
0.1768199612134177,0.8596363570403188,0.9001912667150195,0.12015503875968993,0.5385056139642186,0.48989569790000437,1.4628526237822306,0.5130518223432634,0.587343287121223,0.5654850707401764,"Sigmoid(0.30,0.75,5)",dynamic_sigmoid,,0.3,0.7500000000000002,5.0,,
0.1419983994471103,0.8784646426002969,0.9133378568818129,0.09523809523809523,0.5276681281644616,0.48685136891919606,1.554566004796904,0.506438666325038,0.584988048781674,0.5693423982080332,"Sigmoid(0.30,0.75,6)",dynamic_sigmoid,,0.3,0.7500000000000002,6.0,,
0.26524415449645744,0.8068482687780407,0.6004200700043287,0.4901624215577704,0.4328321122503931,0.6485053451679056,0.6518617627281416,0.5191606679839865,0.5732618168455563,0.5025744110526728,"Sigmoid(0.35,0.55,3)",dynamic_sigmoid,,0.35,0.55,3.0,,
0.22978087726859,0.8293571274663711,0.6498211930796042,0.4422480620155039,0.4398010351740971,0.6358025947409375,0.8071493812618815,0.5199436512789193,0.5781592840206113,0.5159642667484463,"Sigmoid(0.35,0.55,4)",dynamic_sigmoid,,0.35,0.55,4.0,,
0.21398392766748395,0.8389129228114822,0.6528021287082033,0.43938722775932076,0.43339302818784364,0.6391500752854015,0.8383438960928808,0.5165352995089924,0.5781887465412666,0.5171197709974933,"Sigmoid(0.35,0.55,5)",dynamic_sigmoid,,0.35,0.55,5.0,,
0.19401144239376528,0.8507215023871688,0.6783397942966606,0.4141196013289037,0.4361756183452129,0.6324205518580363,0.9209302529611605,0.5162781468858029,0.5803445977496826,0.5238704997070228,"Sigmoid(0.35,0.55,6)",dynamic_sigmoid,,0.35,0.55,6.0,,
0.3016087673505611,0.7824650789386685,0.7112076425027573,0.3799741602067183,0.5064082049266592,0.5812196195726934,0.8120897938841463,0.5412409973079695,0.5844184019438836,0.5256666041822654,"Sigmoid(0.35,0.60,3)",dynamic_sigmoid,,0.35,0.6000000000000001,3.0,,
0.26094992987932797,0.8094464758930543,0.7290275264400783,0.360077519379845,0.49498872815970313,0.5847619976364496,0.9174465530739596,0.5361433719301602,0.5857476905517743,0.5321829788216353,"Sigmoid(0.35,0.60,4)",dynamic_sigmoid,,0.35,0.6000000000000001,4.0,,
0.22123575928106823,0.8345278471028772,0.7544458996357332,0.3306386120339609,0.4878408294584007,0.582583229568419,1.0370993754235813,0.5310192414763175,0.5870669982845889,0.5397592871588563,"Sigmoid(0.35,0.60,5)",dynamic_sigmoid,,0.35,0.6000000000000001,5.0,,
0.2035936896245543,0.8449205856168641,0.7797363920574074,0.2992432631967516,0.49166504084098084,0.5720819244068078,1.1218200248529657,0.528833814651289,0.5879644838665427,0.5456176821518863,"Sigmoid(0.35,0.60,6)",dynamic_sigmoid,,0.35,0.6000000000000001,6.0,,
0.3388130571905317,0.7565988333395296,0.7834606639915289,0.295108896271687,0.5611368605910303,0.5258538648056084,0.9061375438688398,0.5429227314133835,0.5888022398917614,0.5346239437523757,"Sigmoid(0.35,0.65,3)",dynamic_sigmoid,,0.35,0.6500000000000001,3.0,,
0.29977031568494916,0.783622684838171,0.8206776335550682,0.24782207456626063,0.5602239746200086,0.5157223797022158,1.0567079281420293,0.537052874795538,0.5908085735682137,0.5444641728595545,"Sigmoid(0.35,0.65,4)",dynamic_sigmoid,,0.35,0.6500000000000001,4.0,,
0.25191364133646527,0.8149772896171454,0.8362028947523228,0.22615356220007382,0.5440582680443941,0.5205654259086097,1.173112980832929,0.5320526410078804,0.5909674960181482,0.5514921467206723,"Sigmoid(0.35,0.65,5)",dynamic_sigmoid,,0.35,0.6500000000000001,5.0,,
0.21588490180911993,0.8377212573341025,0.8503275194080708,0.2063861203396087,0.5331062106085954,0.5220536888368557,1.2657777545934448,0.5275220635968506,0.5908688374523977,0.5568267050891254,"Sigmoid(0.35,0.65,6)",dynamic_sigmoid,,0.35,0.6500000000000001,6.0,,
0.3653233898853725,0.7363543019605445,0.8404431741460302,0.22061646363971946,0.6028832820157013,0.478485382800132,0.9908576225814828,0.5335291235357035,0.5902272135369908,0.5381176789922046,"Sigmoid(0.35,0.70,3)",dynamic_sigmoid,,0.35,0.7000000000000002,3.0,,
0.3093640838317157,0.776706891547828,0.8588706655615038,0.1949796973052787,0.5841173746966097,0.4858432944265534,1.1312337759723374,0.5304671804188036,0.5915420233601985,0.5479686533525661,"Sigmoid(0.35,0.70,4)",dynamic_sigmoid,,0.35,0.7000000000000002,4.0,,
0.2661394779477748,0.8057224788017106,0.8790302896197896,0.15847176079734218,0.5725848837837821,0.48209711979952635,1.2601415296763832,0.5234592462468306,0.5903480782754734,0.5548257743947614,"Sigmoid(0.35,0.70,5)",dynamic_sigmoid,,0.35,0.7000000000000002,5.0,,
0.23251097481418756,0.826939946807894,0.8951388747774048,0.12962347729789592,0.5638249247957962,0.47828171205289494,1.3599443694732152,0.517542333565586,0.5890505368980063,0.5598508055278482,"Sigmoid(0.35,0.70,6)",dynamic_sigmoid,,0.35,0.7000000000000002,6.0,,
0.40593548648948885,0.7039429258216774,0.8790302896197896,0.15847176079734218,0.6424828880546392,0.43120734330950977,1.018565968154636,0.5160582283176256,0.5877734140898063,0.5333448517497085,"Sigmoid(0.35,0.75,3)",dynamic_sigmoid,,0.35,0.7500000000000002,3.0,,
0.3251954420544199,0.764835089880108,0.8978867086646813,0.1245847176079734,0.6115410753595506,0.4447099037440407,1.2129416388823961,0.514950287647498,0.5887725714959154,0.5478349950415786,"Sigmoid(0.35,0.75,4)",dynamic_sigmoid,,0.35,0.7500000000000002,4.0,,
0.29187754637749097,0.7883133573109564,0.9114543193590607,0.09959394610557401,0.6016659328682759,0.44395365170826523,1.3082961841869523,0.5109158090482916,0.5882246014976181,0.5534101274302089,"Sigmoid(0.35,0.75,5)",dynamic_sigmoid,,0.35,0.7500000000000002,5.0,,
0.24734695821531835,0.8176877993954823,0.9138070533948297,0.09446290143964563,0.580577005805074,0.456075350417564,1.389684993135348,0.5108498712755772,0.5878104277680865,0.559366957762029,"Sigmoid(0.35,0.75,6)",dynamic_sigmoid,,0.35,0.7500000000000002,6.0,,
0.36526640664716775,0.7369660251713072,0.6528021287082033,0.43938722775932076,0.5090342676776856,0.588176626465314,0.585114519473022,0.5457511585350366,0.5778611730451508,0.5082548463612847,"Sigmoid(0.40,0.55,3)",dynamic_sigmoid,,0.39999999999999997,0.55,3.0,,
0.34033141532024236,0.7557776557176317,0.6755122949011504,0.4172203765227021,0.5079218551106963,0.5864990161201669,0.6737381587758375,0.5443895965787253,0.5808973435542235,0.5153359237770088,"Sigmoid(0.40,0.55,4)",dynamic_sigmoid,,0.39999999999999997,0.55,4.0,,
0.32913360369233513,0.763860619172744,0.6939866100720058,0.39924326319675163,0.5115601068821705,0.5815519411847478,0.729470362355663,0.5443152396245312,0.5830295421512423,0.5201294736906333,"Sigmoid(0.40,0.55,5)",dynamic_sigmoid,,0.39999999999999997,0.55,5.0,,
0.32094009255122563,0.7697441913828469,0.698868416286757,0.3939276485788114,0.5099042544189913,0.5818359199808292,0.7537448665395668,0.5435004004228597,0.5835573305268886,0.5218232042965351,"Sigmoid(0.40,0.55,6)",dynamic_sigmoid,,0.39999999999999997,0.55,6.0,,
0.4042407815882731,0.7066959501083151,0.7333400842391625,0.3554448135843485,0.5687904329137178,0.5310703818463318,0.680350439174856,0.5492835972412179,0.5839479293387676,0.5184599207741707,"Sigmoid(0.40,0.60,3)",dynamic_sigmoid,,0.39999999999999997,0.6000000000000001,3.0,,
0.36712221306411247,0.7354671838765475,0.7575790029306128,0.32722406792174236,0.5623506079973626,0.5313456258991449,0.7986999058213055,0.5464086398406633,0.586783112239319,0.5271804505526257,"Sigmoid(0.40,0.60,4)",dynamic_sigmoid,,0.39999999999999997,0.6000000000000001,4.0,,
0.3424420751675327,0.7540593859921592,0.7895644614794303,0.2879660391288298,0.5660032683234815,0.5210127125604944,0.9132157331752269,0.5425769323234972,0.5891687771007492,0.5351437394315908,"Sigmoid(0.40,0.60,5)",dynamic_sigmoid,,0.39999999999999997,0.6000000000000001,5.0,,
0.32913360369233513,0.763860619172744,0.8004328083530449,0.27456626061277223,0.56478320602269,0.5192134398927581,0.9605935632206815,0.541040477011908,0.5900280011187581,0.5384170845313463,"Sigmoid(0.40,0.60,6)",dynamic_sigmoid,,0.39999999999999997,0.6000000000000001,6.0,,
0.4463275785524061,0.6720378361134663,0.8229375322707252,0.24505352528608343,0.6346325554115657,0.45854568069977486,0.8035942645457019,0.532407264437699,0.5867688312829553,0.5226427617790089,"Sigmoid(0.40,0.65,3)",dynamic_sigmoid,,0.39999999999999997,0.6500000000000001,3.0,,
0.3988180054968879,0.7105027725375865,0.8404431741460302,0.22061646363971946,0.619630589821459,0.465559618088653,0.9315114775470095,0.531657913332775,0.5891706778324065,0.5326948338322188,"Sigmoid(0.40,0.65,4)",dynamic_sigmoid,,0.39999999999999997,0.6500000000000001,4.0,,
0.361832693196789,0.7393627780782642,0.8569334639623214,0.19778516057585824,0.6093830785795552,0.46857396932706125,1.0366783882679385,0.529781865660204,0.5908124433667051,0.5404182651111783,"Sigmoid(0.40,0.65,5)",dynamic_sigmoid,,0.39999999999999997,0.6500000000000001,5.0,,
0.33953682373687993,0.7560993328400292,0.8588706655615038,0.1949796973052787,0.5992037446491919,0.4755395150726539,1.0804534773593744,0.5302569810653042,0.5913943037288916,0.544042245293477,"Sigmoid(0.40,0.65,6)",dynamic_sigmoid,,0.39999999999999997,0.6500000000000001,6.0,,
0.47845901181745576,0.6440371803066882,0.8588706655615038,0.1949796973052787,0.6686648386894798,0.41950843880598343,0.8294691367454576,0.5155622700250473,0.5855600955850044,0.5183250084401773,"Sigmoid(0.40,0.70,3)",dynamic_sigmoid,,0.39999999999999997,0.7000000000000002,3.0,,
0.424663459208751,0.6894158662465987,0.8647718761498848,0.18637873754152823,0.6447176676793179,0.43789730189406345,0.9431455456462043,0.5215522325013827,0.5884647620690009,0.5298186259196496,"Sigmoid(0.40,0.70,4)",dynamic_sigmoid,,0.39999999999999997,0.7000000000000002,4.0,,
0.38135532121818494,0.7241733756439639,0.8847724378561986,0.14988925802879288,0.6330638795371918,0.4370313168363784,1.0777012342531846,0.5170918285649426,0.5889326598994443,0.538489530536552,"Sigmoid(0.40,0.70,5)",dynamic_sigmoid,,0.39999999999999997,0.7000000000000002,5.0,,
0.3498678114177418,0.7482760536782146,0.8997545528997496,0.12170542635658914,0.6248111821587456,0.43499074001740184,1.1764573688036333,0.5129016523017916,0.5887238295282555,0.5443670298243762,"Sigmoid(0.40,0.70,6)",dynamic_sigmoid,,0.39999999999999997,0.7000000000000002,6.0,,
0.5304869163710317,0.5948418478280424,0.897857998504784,0.12535991140642302,0.7141724574379078,0.3601008796172327,0.8368530185553716,0.4787871415049204,0.5789793194553388,0.5040332717549766,"Sigmoid(0.40,0.75,3)",dynamic_sigmoid,,0.39999999999999997,0.7500000000000002,3.0,,
0.45021237879554055,0.6673833869212021,0.9037019471500669,0.11459948320413438,0.6769571629728037,0.39099143506266826,1.006273472071594,0.49568762600294664,0.5842879726213157,0.5242475712927955,"Sigmoid(0.40,0.75,4)",dynamic_sigmoid,,0.39999999999999997,0.7500000000000002,4.0,,
0.39792752835436596,0.7105037119743003,0.9125620621900389,0.09756367663344408,0.6552447952722025,0.4040336943038722,1.127574569176529,0.4998515081962293,0.5860179732468638,0.535321512530979,"Sigmoid(0.40,0.75,5)",dynamic_sigmoid,,0.39999999999999997,0.7500000000000002,5.0,,
0.3649538469078131,0.7366346338735295,0.9178054883620899,0.08661867847914359,0.6413796676349515,0.41162665617633654,1.2028675968486626,0.501438523127766,0.5866465417480771,0.5417125153827909,"Sigmoid(0.40,0.75,6)",dynamic_sigmoid,,0.39999999999999997,0.7500000000000002,6.0,,
0.48546279604931925,0.6382700982490899,0.6939866100720058,0.39924326319675163,0.5897247030606625,0.5187566807229207,0.4475506490750248,0.5519689080494057,0.5766182243455429,0.49974088380158166,"Sigmoid(0.45,0.55,3)",dynamic_sigmoid,,0.44999999999999996,0.55,3.0,,
0.46654588268432895,0.6550229932132694,0.6960409168912468,0.39702842377260983,0.5812933997877878,0.5260257084929396,0.48748960364757743,0.5522803141009657,0.5780340343227426,0.503270040505729,"Sigmoid(0.45,0.55,4)",dynamic_sigmoid,,0.44999999999999996,0.55,4.0,,
0.4531510886684897,0.6665454543455746,0.7017940880587432,0.3908084163898118,0.5774725883636165,0.5286769353676932,0.5243800373460163,0.5519984988016584,0.5792937637329556,0.5063161065014183,"Sigmoid(0.45,0.55,5)",dynamic_sigmoid,,0.44999999999999996,0.55,5.0,,
0.43712365775453527,0.6801381541627642,0.709639322182998,0.3823181985972684,0.5733814899687666,0.5312281763800163,0.5703356199939585,0.5515005210718255,0.5808216141740894,0.5100468381269126,"Sigmoid(0.45,0.55,6)",dynamic_sigmoid,,0.44999999999999996,0.55,6.0,,
0.5146136785489811,0.611869887815266,0.7692331228586275,0.3137320044296788,0.6419234007038044,0.46280094612247236,0.5527573276952336,0.5378405174781458,0.5800000397979,0.5037009926338635,"Sigmoid(0.45,0.60,3)",dynamic_sigmoid,,0.44999999999999996,0.6000000000000001,3.0,,
0.48961751503733786,0.6344659292288344,0.7944276403195972,0.28231819859726837,0.6420225776784676,0.4583920639130514,0.6569578559138254,0.5348857482215424,0.5830552135914506,0.5113984151485119,"Sigmoid(0.45,0.60,4)",dynamic_sigmoid,,0.44999999999999996,0.6000000000000001,4.0,,
0.4664563944344467,0.6548661472581041,0.8023166641120962,0.2722591362126246,0.6343865292732714,0.4635626417353643,0.718467280723129,0.5356858097922526,0.5848979495404744,0.5168444643436654,"Sigmoid(0.45,0.60,5)",dynamic_sigmoid,,0.44999999999999996,0.6000000000000001,5.0,,
0.45732397236203226,0.6628712374060514,0.8123002041740045,0.25944998154300475,0.6348120882680184,0.4611606094745281,0.7583974876750188,0.5342292378824328,0.5859062232550242,0.5196319118109851,"Sigmoid(0.45,0.60,6)",dynamic_sigmoid,,0.44999999999999996,0.6000000000000001,6.0,,
0.5577441710074023,0.5700820637945488,0.8470491187002809,0.21201550387596899,0.7023966448538416,0.39104878383525893,0.6473715076114585,0.5023960895229247,0.5790912897251231,0.4981188813214199,"Sigmoid(0.45,0.65,3)",dynamic_sigmoid,,0.44999999999999996,0.6500000000000001,3.0,,
0.5144976399963757,0.6116011889271193,0.8569334639623214,0.19778516057585824,0.6857155519793485,0.4046931747514888,0.7562518523172068,0.5089915311646123,0.583016955981279,0.5097710116257884,"Sigmoid(0.45,0.65,4)",dynamic_sigmoid,,0.44999999999999996,0.6500000000000001,4.0,,
0.4883490041004878,0.6355413843859222,0.8614616191619427,0.19138058324104837,0.6749053116312153,0.4134609838134853,0.8172734162063289,0.5127814326774464,0.5850468185326667,0.5162830532123809,"Sigmoid(0.45,0.65,5)",dynamic_sigmoid,,0.44999999999999996,0.6500000000000001,5.0,,
0.47032358170547206,0.65138085703812,0.8647718761498848,0.18637873754152823,0.6675477289276784,0.4188797972898241,0.8594504139410045,0.5147554726416755,0.5861862838058014,0.5204790816119022,"Sigmoid(0.45,0.65,6)",dynamic_sigmoid,,0.44999999999999996,0.6500000000000001,6.0,,
0.6023953809223086,0.5255820859812457,0.8695208649785982,0.17945736434108525,0.7359581229504534,0.3525197251611655,0.61325020569645,0.47670194792244697,0.5749014343406319,0.4853098775022797,"Sigmoid(0.45,0.70,3)",dynamic_sigmoid,,0.44999999999999996,0.7000000000000002,3.0,,
0.5495191846681636,0.5776347152247513,0.8847724378561986,0.14988925802879288,0.7171458112621811,0.36376198662677206,0.7629987103839935,0.4826875807821669,0.5786038344636764,0.4997467068916608,"Sigmoid(0.45,0.70,4)",dynamic_sigmoid,,0.44999999999999996,0.7000000000000002,4.0,,
0.502064066332025,0.6228605927885641,0.8997545528997496,0.12170542635658914,0.7009093096158874,0.3722830095725766,0.8988456529996995,0.48628120525230145,0.5815384422442169,0.512073378486548,"Sigmoid(0.45,0.70,5)",dynamic_sigmoid,,0.44999999999999996,0.7000000000000002,5.0,,
0.48660879201451984,0.6370783528196494,0.9018665856127454,0.11825396825396825,0.6942376888136326,0.37766616053680885,0.9340821781639066,0.4892044796612607,0.5826560335834161,0.5160745413187591,"Sigmoid(0.45,0.70,6)",dynamic_sigmoid,,0.44999999999999996,0.7000000000000002,6.0,,
0.6449046227732662,0.4808549693603716,0.9018665856127454,0.11825396825396825,0.7733856041930058,0.2995544688071699,0.6195629639458825,0.4318435291532076,0.567448184697382,0.46784691290877845,"Sigmoid(0.45,0.75,3)",dynamic_sigmoid,,0.44999999999999996,0.7500000000000002,3.0,,
0.5993674288789583,0.5285159768202986,0.9125620621900389,0.09756367663344408,0.7559647455344987,0.31303982672687136,0.7441469334979351,0.4427428639582713,0.5717096328055817,0.4822839122394146,"Sigmoid(0.45,0.75,4)",dynamic_sigmoid,,0.44999999999999996,0.7500000000000002,4.0,,
0.5412484827318592,0.5851550160523751,0.9165604971572993,0.08971945367294204,0.7289044899445792,0.33743723486265853,0.8707475768048731,0.4613146233405381,0.5767082412438626,0.49977865880271255,"Sigmoid(0.45,0.75,5)",dynamic_sigmoid,,0.44999999999999996,0.7500000000000002,5.0,,
0.4938760494648215,0.6301956946614811,0.9260605162124661,0.07061646363971946,0.7099682828386438,0.3504060791506003,0.9917636977694062,0.4692252306894177,0.5797753658830924,0.5125437178389294,"Sigmoid(0.45,0.75,6)",dynamic_sigmoid,,0.44999999999999996,0.7500000000000002,6.0,,
0.09460396240613177,0.9022280977183774,0.6081773628989909,0.480501344148442,0.35139066265256136,0.6913647209334097,0.9353001540627945,0.46595608375176445,0.5681426994961252,0.5036749507166647,"Linear(0.30,0.55)",dynamic_linear,,,,,0.3,0.55
0.11009413587864897,0.8945027079425665,0.7384565845390935,0.34783194075054,0.42427536020887124,0.6211673243465532,1.175033215852471,0.5041806579749283,0.5814730030703357,0.5390326224012609,"Linear(0.30,0.60)",dynamic_linear,,,,,0.3,0.6000000000000001
0.13128195967224973,0.8828572474801804,0.8175543286690083,0.2486341823551126,0.47441814417062905,0.5657457149176465,1.3204954341218262,0.5160725972136229,0.586106701250229,0.5554945769589736,"Linear(0.30,0.65)",dynamic_linear,,,,,0.3,0.6500000000000001
0.13940630033749812,0.878055530013899,0.8657123703559656,0.17688502466409653,0.5025593353467319,0.5274702773389978,1.4274765753682699,0.5147135746970465,0.5863886351112784,0.56312708482997,"Linear(0.30,0.70)",dynamic_linear,,,,,0.3,0.7000000000000002
0.1565909268893473,0.8679052998423412,0.8993031807439171,0.11711918919098067,0.5279470538166322,0.4925122445166609,1.4934983645059305,0.5096144233991043,0.5849045673919431,0.5658487957452142,"Linear(0.30,0.75)",dynamic_linear,,,,,0.3,0.7500000000000002
0.19559055454032265,0.8492396525588654,0.6642458186551702,0.4264872536125178,0.4299181865977464,0.6378634530856916,0.8914076630611951,0.5136426566182147,0.5784612029947788,0.5201688654443984,"Linear(0.35,0.55)",dynamic_linear,,,,,0.35,0.55
0.21972907370592962,0.833966019654413,0.7703085364095886,0.30975371401837004,0.49501880505775914,0.5718598668363915,1.074791768339702,0.5306721287046695,0.5871789243640604,0.5424983049813301,"Linear(0.35,0.60)",dynamic_linear,,,,,0.35,0.6000000000000001
0.2295637417963125,0.8274551791911801,0.8326980048318752,0.23047249907715023,0.5311308733140938,0.5289638391341651,1.2001169431495926,0.530045141310178,0.590053203381609,0.5525405312092645,"Linear(0.35,0.65)",dynamic_linear,,,,,0.35,0.6500000000000001
0.2467208132201527,0.8161702835001601,0.8747418669999816,0.16456256921373197,0.5607313401100671,0.49036642635694605,1.279628768066257,0.5231936213133302,0.5895303216368195,0.5559490215556806,"Linear(0.35,0.70)",dynamic_linear,,,,,0.35,0.7000000000000002
0.260793046975567,0.8059923088844154,0.9065388935775391,0.10487264673311185,0.5836659702765531,0.4554324778087636,1.3468655087532757,0.511636678017406,0.5868924994803221,0.5561555003066844,"Linear(0.35,0.75)",dynamic_linear,,,,,0.35,0.7500000000000002
0.3168164636092236,0.7724804604791023,0.6991229015070313,0.39328309937890316,0.5079696825581275,0.5828817799290027,0.7615037989980069,0.5428535101275441,0.5835009211934654,0.5221617898275306,"Linear(0.40,0.55)",dynamic_linear,,,,,0.39999999999999997,0.55
0.32866324867491087,0.7639995697213201,0.7911875052794161,0.285722706266432,0.5599253769771635,0.524861137993876,0.9408011200593933,0.5418265557250772,0.5894333134884895,0.5370293725547783,"Linear(0.40,0.60)",dynamic_linear,,,,,0.39999999999999997,0.6000000000000001
0.3417305347573359,0.7532749654077188,0.8435684363111108,0.21648756154460616,0.5926494855342234,0.48488126347616245,1.0386253054168875,0.5333762059379747,0.5906966397760371,0.5417875619173688,"Linear(0.40,0.65)",dynamic_linear,,,,,0.39999999999999997,0.6500000000000001
