Source,Judge_Var_Pct,Fan_Var_Pct
Pro Dancer (RE),28.63905619037214,31.29758999444135
Celebrity (RE),52.62690065538699,43.00503519545104
Season (RE),3.3784627553399913,9.524985760763647
Residual,15.35558039890087,16.172389049343955
